"","PAD1","FCET","AGSBillions","YIR","PPIF","PPD1"
"2 Jun 2010",21.64,1387.4,12.392,1.64004344238989,174.6,10.94
"3 Jun 2010",21.35,1387.4,12.392,1.64004344238989,174.6,11.16
"4 Jun 2010",25.02,1387.4,12.392,1.64004344238989,174.6,14.85
"5 Jun 2010",24.76,1387.4,12.392,1.64004344238989,174.6,25.49
"1 Jul 2010",24.8,1387.4,12.392,1.64004344238989,174.6,26.46
"2 Jul 2010",25.17,1387.4,12.392,1.64004344238989,174.6,27.71
"3 Jul 2010",27.1,1387.4,12.392,1.64004344238989,174.6,29.38
"4 Jul 2010",25.7,1387.4,12.392,1.64004344238989,174.6,28.16
"1 Aug 2010",24.49,1387.4,12.392,1.64004344238989,175.3,27.53
"2 Aug 2010",25.31,1387.4,12.392,1.64004344238989,175.3,28.68
"3 Aug 2010",27.6,1387.4,12.392,1.64004344238989,175.3,32.01
"4 Aug 2010",26.01,1387.4,12.392,1.64004344238989,175.3,29
"5 Aug 2010",31.58,1387.4,12.392,1.64004344238989,175.3,34.28
"1 Sep 2010",29.69,1387.4,12.392,1.64004344238989,177.3,34.66
"2 Sep 2010",32.04,1387.4,12.392,1.64004344238989,177.3,40.77
"3 Sep 2010",36.06,1387.4,12.392,1.64004344238989,177.3,44.71
"4 Sep 2010",39.95,1387.4,12.392,1.64004344238989,177.3,47.8
"1 Oct 2010",36.36,1387.4,12.392,1.64004344238989,178.2,36.54
"2 Oct 2010",38.32,1387.4,12.392,1.64004344238989,178.2,39.89
"3 Oct 2010",40.21,1387.4,12.392,1.64004344238989,178.2,37.03
"4 Oct 2010",36.33,1387.4,12.392,1.64004344238989,178.2,34.15
"1 Nov 2010",38.71,1387.4,12.392,1.64004344238989,179.4,37.68
"2 Nov 2010",38.53,1387.4,12.392,1.64004344238989,179.4,36.16
"3 Nov 2010",39.98,1387.4,12.392,1.64004344238989,179.4,40.81
"4 Nov 2010",38.99,1387.4,12.392,1.64004344238989,179.4,41.29
"5 Nov 2010",39.74,1387.4,12.392,1.64004344238989,179.4,42.14
"1 Dec 2010",42.63,1387.4,12.392,1.64004344238989,179.8,43.76
"2 Dec 2010",42.34,1387.4,12.392,1.64004344238989,179.8,39.41
"3 Dec 2010",41.52,1387.4,12.392,1.64004344238989,179.8,40.73
"4 Dec 2010",40.94,1387.4,12.392,1.64004344238989,179.8,40.85
"1 Jan 2011",39.5,1513.3,10.421,3.15684156862206,181.1,35.98
"2 Jan 2011",39.42,1513.3,10.421,3.15684156862206,181.1,37.38
"3 Jan 2011",40.72,1513.3,10.421,3.15684156862206,181.1,38.19
"4 Jan 2011",41.81,1513.3,10.421,3.15684156862206,181.1,39.86
"1 Feb 2011",42.54,1513.3,10.421,3.15684156862206,184.6,40.15
"2 Feb 2011",43.36,1513.3,10.421,3.15684156862206,184.6,39.57
"3 Feb 2011",44.81,1513.3,10.421,3.15684156862206,184.6,42.18
"4 Feb 2011",43.82,1513.3,10.421,3.15684156862206,184.6,43.86
"1 Mar 2011",42.97,1513.3,10.421,3.15684156862206,187.8,42.08
"2 Mar 2011",40.75,1513.3,10.421,3.15684156862206,187.8,37.37
"3 Mar 2011",39.1,1513.3,10.421,3.15684156862206,187.8,35.02
"4 Mar 2011",39.31,1513.3,10.421,3.15684156862206,187.8,35.02
"5 Mar 2011",38.24,1513.3,10.421,3.15684156862206,187.8,33.68
"1 Apr 2011",37.54,1513.3,10.421,3.15684156862206,190.8,31.45
"2 Apr 2011",37.42,1513.3,10.421,3.15684156862206,190.8,30.87
"3 Apr 2011",36.7,1513.3,10.421,3.15684156862206,190.8,30.53
"4 Apr 2011",34.3,1513.3,10.421,3.15684156862206,190.8,27.9
"1 May 2011",33.77,1513.3,10.421,3.15684156862206,191.2,27.6
"2 May 2011",33.8,1513.3,10.421,3.15684156862206,191.2,27.61
"3 May 2011",32.31,1513.3,10.421,3.15684156862206,191.2,27.51
"4 May 2011",31.32,1513.3,10.421,3.15684156862206,191.2,27.34
"5 May 2011",31.05,1513.3,10.421,3.15684156862206,191.2,27.48
"1 Jun 2011",32.32,1513.3,10.421,3.15684156862206,191.8,30.19
"2 Jun 2011",33.05,1513.3,10.421,3.15684156862206,191.8,32.16
"3 Jun 2011",32.71,1513.3,10.421,3.15684156862206,191.8,31.28
"4 Jun 2011",36.97,1513.3,10.421,3.15684156862206,191.8,34.36
"1 Jul 2011",37.37,1513.3,10.421,3.15684156862206,193.4,35.63
"2 Jul 2011",35.67,1513.3,10.421,3.15684156862206,193.4,33.87
"3 Jul 2011",37.2,1513.3,10.421,3.15684156862206,193.4,41.05
"4 Jul 2011",40.89,1513.3,10.421,3.15684156862206,193.4,43.6
"1 Aug 2011",45.01,1513.3,10.421,3.15684156862206,195.5,45.89
"2 Aug 2011",44.99,1513.3,10.421,3.15684156862206,195.5,46.57
"3 Aug 2011",44.86,1513.3,10.421,3.15684156862206,195.5,43.89
"4 Aug 2011",45.19,1513.3,10.421,3.15684156862206,195.5,42.76
"5 Aug 2011",45.93,1513.3,10.421,3.15684156862206,195.5,41.47
"1 Sep 2011",43.47,1513.3,10.421,3.15684156862206,196.4,36.52
"2 Sep 2011",44.64,1513.3,10.421,3.15684156862206,196.4,36.31
"3 Sep 2011",42.78,1513.3,10.421,3.15684156862206,196.4,35.14
"4 Sep 2011",43.55,1513.3,10.421,3.15684156862206,196.4,32.75
"1 Oct 2011",44.87,1513.3,10.421,3.15684156862206,194.4,32.34
"2 Oct 2011",42.17,1513.3,10.421,3.15684156862206,194.4,33.11
"3 Oct 2011",40.67,1513.3,10.421,3.15684156862206,194.4,30.16
"4 Oct 2011",41.05,1513.3,10.421,3.15684156862206,194.4,29.79
"1 Nov 2011",43.03,1513.3,10.421,3.15684156862206,194.8,31.18
"2 Nov 2011",44.18,1513.3,10.421,3.15684156862206,194.8,31.66
"3 Nov 2011",43.91,1513.3,10.421,3.15684156862206,194.8,31.39
"4 Nov 2011",43.04,1513.3,10.421,3.15684156862206,194.8,30.46
"5 Nov 2011",41.04,1513.3,10.421,3.15684156862206,194.8,28.34
"1 Dec 2011",40.72,1513.3,10.421,3.15684156862206,194.2,28.83
"2 Dec 2011",42.87,1513.3,10.421,3.15684156862206,194.2,29.43
"3 Dec 2011",42.75,1513.3,10.421,3.15684156862206,194.2,28.4
"4 Dec 2011",49.11,1513.3,10.421,3.15684156862206,194.2,34.15
"1 Jan 2012",49.59,1168.7,10.635,2.06933726526059,194.9,36.63
"2 Jan 2012",53.71,1168.7,10.635,2.06933726526059,194.9,39.33
"3 Jan 2012",56.94,1168.7,10.635,2.06933726526059,194.9,40.52
"4 Jan 2012",58.2,1168.7,10.635,2.06933726526059,194.9,40.31
"5 Jan 2012",58.16,1168.7,10.635,2.06933726526059,194.9,43.05
"1 Feb 2012",57.02,1168.7,10.635,2.06933726526059,194.9,42.5
"2 Feb 2012",57.33,1168.7,10.635,2.06933726526059,194.9,43.03
"3 Feb 2012",57.24,1168.7,10.635,2.06933726526059,194.9,44.05
"4 Feb 2012",57.52,1168.7,10.635,2.06933726526059,194.9,44.27
"1 Mar 2012",57.19,1168.7,10.635,2.06933726526059,195.7,43.86
"2 Mar 2012",58.24,1168.7,10.635,2.06933726526059,195.7,47.7
"3 Mar 2012",56.08,1168.7,10.635,2.06933726526059,195.7,60.13
"4 Mar 2012",56.43,1168.7,10.635,2.06933726526059,195.7,59.99
"1 Apr 2012",60.13,1168.7,10.635,2.06933726526059,196,61.42
"2 Apr 2012",60.87,1168.7,10.635,2.06933726526059,196,62.12
"3 Apr 2012",59.44,1168.7,10.635,2.06933726526059,196,60.69
"4 Apr 2012",59.42,1168.7,10.635,2.06933726526059,196,61.21
"1 May 2012",59.32,1168.7,10.635,2.06933726526059,196.6,61.87
"2 May 2012",56.11,1168.7,10.635,2.06933726526059,196.6,59.29
"3 May 2012",54.79,1168.7,10.635,2.06933726526059,196.6,56.89
"4 May 2012",62.32,1168.7,10.635,2.06933726526059,196.6,63.84
"5 May 2012",64.02,1168.7,10.635,2.06933726526059,196.6,64.81
"1 Jun 2012",63.99,1168.7,10.635,2.06933726526059,197.1,51.86
"2 Jun 2012",62.53,1168.7,10.635,2.06933726526059,197.1,52.88
"3 Jun 2012",68.79,1168.7,10.635,2.06933726526059,197.1,60.03
"4 Jun 2012",72.02,1168.7,10.635,2.06933726526059,197.1,63.12
"1 Jul 2012",76.33,1168.7,10.635,2.06933726526059,198.2,66.77
"2 Jul 2012",79.99,1168.7,10.635,2.06933726526059,198.2,69.78
"3 Jul 2012",80.76,1168.7,10.635,2.06933726526059,198.2,72.72
"4 Jul 2012",80.08,1168.7,10.635,2.06933726526059,198.2,72.02
"5 Jul 2012",79.38,1168.7,10.635,2.06933726526059,198.2,69.97
"1 Aug 2012",78.14,1168.7,10.635,2.06933726526059,200.6,69.22
"2 Aug 2012",77.68,1168.7,10.635,2.06933726526059,200.6,66.13
"3 Aug 2012",77.28,1168.7,10.635,2.06933726526059,200.6,65.43
"4 Aug 2012",77.69,1168.7,10.635,2.06933726526059,200.6,64.25
"1 Sep 2012",77.47,1168.7,10.635,2.06933726526059,202.1,63.64
"2 Sep 2012",78.53,1168.7,10.635,2.06933726526059,202.1,63.98
"3 Sep 2012",78.16,1168.7,10.635,2.06933726526059,202.1,63.53
"4 Sep 2012",76.6,1168.7,10.635,2.06933726526059,202.1,57.59
"1 Oct 2012",75.9,1168.7,10.635,2.06933726526059,202.4,56.64
"2 Oct 2012",76.73,1168.7,10.635,2.06933726526059,202.4,56.37
"3 Oct 2012",74.99,1168.7,10.635,2.06933726526059,202.4,55.5
"4 Oct 2012",74.36,1168.7,10.635,2.06933726526059,202.4,55.87
"5 Oct 2012",72.89,1168.7,10.635,2.06933726526059,202.4,51.53
"1 Nov 2012",72.53,1168.7,10.635,2.06933726526059,202.6,52.06
"2 Nov 2012",72.45,1168.7,10.635,2.06933726526059,202.6,54.22
"3 Nov 2012",73.78,1168.7,10.635,2.06933726526059,202.6,56.47
"4 Nov 2012",75.98,1168.7,10.635,2.06933726526059,202.6,59.43
"1 Dec 2012",76.16,1168.7,10.635,2.06933726526059,201.7,60.8
"2 Dec 2012",73.88,1168.7,10.635,2.06933726526059,201.7,56.17
"3 Dec 2012",73.79,1168.7,10.635,2.06933726526059,201.7,56.02
"4 Dec 2012",73.85,1168.7,10.635,2.06933726526059,201.7,57.13
"1 Jan 2013",72.78,1622.3,11.004,1.46483265562714,200.6,55.91
"2 Jan 2013",71.74,1622.3,11.004,1.46483265562714,200.6,55.77
"3 Jan 2013",70.15,1622.3,11.004,1.46483265562714,200.6,55.03
"4 Jan 2013",69.78,1622.3,11.004,1.46483265562714,200.6,53.66
"5 Jan 2013",69.73,1622.3,11.004,1.46483265562714,200.6,55.29
"1 Feb 2013",67.97,1622.3,11.004,1.46483265562714,200.6,53.1
"2 Feb 2013",65.89,1622.3,11.004,1.46483265562714,200.6,51.82
"3 Feb 2013",66.85,1622.3,11.004,1.46483265562714,200.6,54.35
"4 Feb 2013",66.38,1622.3,11.004,1.46483265562714,200.6,53.16
"1 Mar 2013",65.67,1622.3,11.004,1.46483265562714,200.9,50.41
"2 Mar 2013",63.67,1622.3,11.004,1.46483265562714,200.9,46.35
"3 Mar 2013",65.24,1622.3,11.004,1.46483265562714,200.9,46.5
"4 Mar 2013",65.04,1622.3,11.004,1.46483265562714,200.9,46.03
"1 Apr 2013",66.71,1622.3,11.004,1.46483265562714,200.6,49.5
"2 Apr 2013",64.65,1622.3,11.004,1.46483265562714,200.6,46.25
"3 Apr 2013",61.68,1622.3,11.004,1.46483265562714,200.6,42.56
"4 Apr 2013",60.21,1622.3,11.004,1.46483265562714,200.6,42.42
"5 Apr 2013",60.12,1622.3,11.004,1.46483265562714,200.6,43.29
"1 May 2013",62.42,1622.3,11.004,1.46483265562714,201.7,50.19
"2 May 2013",61.73,1622.3,11.004,1.46483265562714,201.7,41.71
"3 May 2013",60.94,1622.3,11.004,1.46483265562714,201.7,41.78
"4 May 2013",56.88,1622.3,11.004,1.46483265562714,201.7,39.76
"1 Jun 2013",54.99,1622.3,11.004,1.46483265562714,202.7,36.98
"2 Jun 2013",53.07,1622.3,11.004,1.46483265562714,202.7,31.16
"3 Jun 2013",53.27,1622.3,11.004,1.46483265562714,202.7,31.19
"4 Jun 2013",51.33,1622.3,11.004,1.46483265562714,202.7,30.55
"1 Jul 2013",50.89,1622.3,11.004,1.46483265562714,203.2,30.1
"2 Jul 2013",52.38,1622.3,11.004,1.46483265562714,203.2,31.19
"3 Jul 2013",54.4,1622.3,11.004,1.46483265562714,203.2,32.5
"4 Jul 2013",58.3,1622.3,11.004,1.46483265562714,203.2,34.25
"5 Jul 2013",57.24,1622.3,11.004,1.46483265562714,203.2,33.72
"1 Aug 2013",57.4,1622.3,11.004,1.46483265562714,202.3,33.89
"2 Aug 2013",57.3,1622.3,11.004,1.46483265562714,202.3,35.01
"3 Aug 2013",59.98,1622.3,11.004,1.46483265562714,202.3,39.87
"4 Aug 2013",62.35,1622.3,11.004,1.46483265562714,202.3,42.12
"1 Sep 2013",61.72,1622.3,11.004,1.46483265562714,202.4,40.97
"2 Sep 2013",63.75,1622.3,11.004,1.46483265562714,202.4,49.59
"3 Sep 2013",64.1,1622.3,11.004,1.46483265562714,202.4,51.04
"4 Sep 2013",61.95,1622.3,11.004,1.46483265562714,202.4,48.38
"1 Oct 2013",60.43,1622.3,11.004,1.46483265562714,201,51.79
"2 Oct 2013",57.77,1622.3,11.004,1.46483265562714,201,48.79
"3 Oct 2013",54.76,1622.3,11.004,1.46483265562714,201,46.41
"4 Oct 2013",54.96,1622.3,11.004,1.46483265562714,201,48.31
"5 Oct 2013",55.87,1622.3,11.004,1.46483265562714,201,50.55
"1 Nov 2013",55.12,1622.3,11.004,1.46483265562714,200.3,49.86
"2 Nov 2013",56.02,1622.3,11.004,1.46483265562714,200.3,52.28
"3 Nov 2013",58.79,1622.3,11.004,1.46483265562714,200.3,55.12
"4 Nov 2013",56.18,1622.3,11.004,1.46483265562714,200.3,52.76
"1 Dec 2013",55.44,1622.3,11.004,1.46483265562714,200.7,50.25
"2 Dec 2013",55.49,1622.3,11.004,1.46483265562714,200.7,52.2
"3 Dec 2013",56.59,1622.3,11.004,1.46483265562714,200.7,52.78
"4 Dec 2013",53.65,1622.3,11.004,1.46483265562714,200.7,49.32
"5 Dec 2013",51.76,1622.3,11.004,1.46483265562714,200.7,46.78
"1 Jan 2014",53.36,1327.1,9.767,1.62222297740821,201.4,46.04
"2 Jan 2014",52.57,1327.1,9.767,1.62222297740821,201.4,44.16
"3 Jan 2014",53.37,1327.1,9.767,1.62222297740821,201.4,42.11
"4 Jan 2014",56.26,1327.1,9.767,1.62222297740821,201.4,44.27
"1 Feb 2014",56.55,1327.1,9.767,1.62222297740821,202.3,43.9
"2 Feb 2014",55.47,1327.1,9.767,1.62222297740821,202.3,43.42
"3 Feb 2014",53.21,1327.1,9.767,1.62222297740821,202.3,41.4
"4 Feb 2014",54.11,1327.1,9.767,1.62222297740821,202.3,39.04
"1 Mar 2014",53.47,1327.1,9.767,1.62222297740821,205.9,37.81
"2 Mar 2014",52.09,1327.1,9.767,1.62222297740821,205.9,36.07
"3 Mar 2014",51.47,1327.1,9.767,1.62222297740821,205.9,36.39
"4 Mar 2014",51.98,1327.1,9.767,1.62222297740821,205.9,36.76
"1 Apr 2014",52.89,1327.1,9.767,1.62222297740821,210.9,37.04
"2 Apr 2014",49.71,1327.1,9.767,1.62222297740821,210.9,33.14
"3 Apr 2014",48.46,1327.1,9.767,1.62222297740821,210.9,32.36
"4 Apr 2014",50.17,1327.1,9.767,1.62222297740821,210.9,33.48
"5 Apr 2014",48.82,1327.1,9.767,1.62222297740821,210.9,33.17
"1 May 2014",50.67,1327.1,9.767,1.62222297740821,211,34.87
"2 May 2014",48.8,1327.1,9.767,1.62222297740821,211,35.05
"3 May 2014",47.64,1327.1,9.767,1.62222297740821,211,34.33
"4 May 2014",47.88,1327.1,9.767,1.62222297740821,211,34.76
"1 Jun 2014",47.86,1327.1,9.767,1.62222297740821,211.8,34.74
"2 Jun 2014",46.09,1327.1,9.767,1.62222297740821,211.8,33.77
"3 Jun 2014",45.27,1327.1,9.767,1.62222297740821,211.8,33
"4 Jun 2014",45.33,1327.1,9.767,1.62222297740821,211.8,32.8
"1 Jul 2014",44.43,1327.1,9.767,1.62222297740821,212.9,33.25
"2 Jul 2014",45.48,1327.1,9.767,1.62222297740821,212.9,34.7
"3 Jul 2014",45.39,1327.1,9.767,1.62222297740821,212.9,36.35
"4 Jul 2014",46.2,1327.1,9.767,1.62222297740821,212.9,34.43
"5 Jul 2014",47.51,1327.1,9.767,1.62222297740821,212.9,35.13
"1 Aug 2014",47.56,1327.1,9.767,1.62222297740821,212.9,34.98
"2 Aug 2014",47.19,1327.1,9.767,1.62222297740821,212.9,34.17
"3 Aug 2014",48.07,1327.1,9.767,1.62222297740821,212.9,34.4
"4 Aug 2014",47.77,1327.1,9.767,1.62222297740821,212.9,34.65
"1 Sep 2014",46.84,1327.1,9.767,1.62222297740821,212.6,35.77
"2 Sep 2014",46.1,1327.1,9.767,1.62222297740821,212.6,39.62
"3 Sep 2014",45.09,1327.1,9.767,1.62222297740821,212.6,40.85
"4 Sep 2014",45.47,1327.1,9.767,1.62222297740821,212.6,43.21
"5 Sep 2014",47.78,1327.1,9.767,1.62222297740821,212.6,45.64
"1 Oct 2014",46.97,1327.1,9.767,1.62222297740821,211.8,45.14
"2 Oct 2014",44.41,1327.1,9.767,1.62222297740821,211.8,44.13
"3 Oct 2014",43.84,1327.1,9.767,1.62222297740821,211.8,43.21
"4 Oct 2014",43.48,1327.1,9.767,1.62222297740821,211.8,42.04
"1 Nov 2014",45.26,1327.1,9.767,1.62222297740821,210,43.36
"2 Nov 2014",46.79,1327.1,9.767,1.62222297740821,210,45.19
"3 Nov 2014",47.22,1327.1,9.767,1.62222297740821,210,43.83
"4 Nov 2014",47.27,1327.1,9.767,1.62222297740821,210,41.3
"1 Dec 2014",47.77,1327.1,9.767,1.62222297740821,208.5,35.45
"2 Dec 2014",48.68,1327.1,9.767,1.62222297740821,208.5,36.17
"3 Dec 2014",49.72,1327.1,9.767,1.62222297740821,208.5,35.76
"4 Dec 2014",50.22,1327.1,9.767,1.62222297740821,208.5,36.23
"5 Dec 2014",46.8,1327.1,9.767,1.62222297740821,208.5,31.82
"1 Jan 2015",44.15,1338.1,10.804,0.118627135552435,205.1,30.28
"2 Jan 2015",44.62,1338.1,10.804,0.118627135552435,205.1,31.38
"3 Jan 2015",46.4,1338.1,10.804,0.118627135552435,205.1,32.76
"4 Jan 2015",51.72,1338.1,10.804,0.118627135552435,205.1,39.64
"1 Feb 2015",49.66,1338.1,10.804,0.118627135552435,202.5,35.9
"2 Feb 2015",52.49,1338.1,10.804,0.118627135552435,202.5,37.93
"3 Feb 2015",54.75,1338.1,10.804,0.118627135552435,202.5,39.68
"4 Feb 2015",54.11,1338.1,10.804,0.118627135552435,202.5,38.94
"1 Mar 2015",52.52,1338.1,10.804,0.118627135552435,201.8,37.19
"2 Mar 2015",52.64,1338.1,10.804,0.118627135552435,201.8,36.84
"3 Mar 2015",53.96,1338.1,10.804,0.118627135552435,201.8,36.88
"4 Mar 2015",55.4,1338.1,10.804,0.118627135552435,201.8,39.85
"5 Mar 2015",58.58,1338.1,10.804,0.118627135552435,201.8,43.78
"1 Apr 2015",59.79,1338.1,10.804,0.118627135552435,201.2,45.97
"2 Apr 2015",58.77,1338.1,10.804,0.118627135552435,201.2,44.75
"3 Apr 2015",53.38,1338.1,10.804,0.118627135552435,201.2,38.48
"4 Apr 2015",53.25,1338.1,10.804,0.118627135552435,201.2,38.03
"1 May 2015",55.76,1338.1,10.804,0.118627135552435,202.6,46.17
"2 May 2015",55.84,1338.1,10.804,0.118627135552435,202.6,49.59
"3 May 2015",52.19,1338.1,10.804,0.118627135552435,202.6,50.1
"4 May 2015",50.73,1338.1,10.804,0.118627135552435,202.6,54.81
"1 Jun 2015",43.25,1338.1,10.804,0.118627135552435,204.6,45.42
"2 Jun 2015",40.07,1338.1,10.804,0.118627135552435,204.6,44.48
"3 Jun 2015",39.61,1338.1,10.804,0.118627135552435,204.6,45.16
"4 Jun 2015",40.12,1338.1,10.804,0.118627135552435,204.6,39.78
"5 Jun 2015",38.53,1338.1,10.804,0.118627135552435,204.6,37.23
"1 Jul 2015",36.55,1338.1,10.804,0.118627135552435,203.5,34.7
"2 Jul 2015",35.21,1338.1,10.804,0.118627135552435,203.5,32.59
"3 Jul 2015",35.98,1338.1,10.804,0.118627135552435,203.5,32.97
"4 Jul 2015",38.89,1338.1,10.804,0.118627135552435,203.5,35.26
"1 Aug 2015",42.28,1338.1,10.804,0.118627135552435,203.5,43.21
"2 Aug 2015",43.87,1338.1,10.804,0.118627135552435,203.5,48.58
"3 Aug 2015",45.24,1338.1,10.804,0.118627135552435,203.5,50.69
"4 Aug 2015",44.96,1338.1,10.804,0.118627135552435,203.5,46.87
"1 Sep 2015",45.79,1338.1,10.804,0.118627135552435,201.4,49.53
"2 Sep 2015",50.37,1338.1,10.804,0.118627135552435,201.4,54.73
"3 Sep 2015",51.55,1338.1,10.804,0.118627135552435,201.4,55.22
"4 Sep 2015",54.81,1338.1,10.804,0.118627135552435,201.4,58.09
"5 Sep 2015",55.09,1338.1,10.804,0.118627135552435,201.4,56.75
"1 Oct 2015",51.01,1338.1,10.804,0.118627135552435,199.5,46.94
"2 Oct 2015",53.39,1338.1,10.804,0.118627135552435,199.5,48.59
"3 Oct 2015",58.97,1338.1,10.804,0.118627135552435,199.5,55.54
"4 Oct 2015",53.76,1338.1,10.804,0.118627135552435,199.5,51.91
"1 Nov 2015",48.15,1338.1,10.804,0.118627135552435,198.1,44.77
"2 Nov 2015",45.1,1338.1,10.804,0.118627135552435,198.1,43.41
"3 Nov 2015",43.61,1338.1,10.804,0.118627135552435,198.1,41.4
"4 Nov 2015",38.45,1338.1,10.804,0.118627135552435,198.1,37.08
"1 Dec 2015",36.74,1338.1,10.804,0.118627135552435,195.1,36.3
"2 Dec 2015",35.15,1338.1,10.804,0.118627135552435,195.1,34.36
"3 Dec 2015",34.58,1338.1,10.804,0.118627135552435,195.1,36.64
"4 Dec 2015",33.78,1338.1,10.804,0.118627135552435,195.1,36.84
"5 Dec 2015",33.01,1338.1,10.804,0.118627135552435,195.1,36.56
"1 Jan 2016",31.43,1239.6,12.98,1.26158320570537,193.4,33.97
"2 Jan 2016",29.54,1239.6,12.98,1.26158320570537,193.4,31.36
"3 Jan 2016",28.76,1239.6,12.98,1.26158320570537,193.4,30.83
"4 Jan 2016",28.01,1239.6,12.98,1.26158320570537,193.4,26.16
"1 Feb 2016",28.92,1239.6,12.98,1.26158320570537,194.3,26.53
"2 Feb 2016",29.19,1239.6,12.98,1.26158320570537,194.3,25.7
"3 Feb 2016",32.25,1239.6,12.98,1.26158320570537,194.3,29.32
"4 Feb 2016",29.9,1239.6,12.98,1.26158320570537,194.3,23.67
"1 Mar 2016",31.98,1239.6,12.98,1.26158320570537,194.1,20.48
"2 Mar 2016",35.41,1239.6,12.98,1.26158320570537,194.1,22.76
"3 Mar 2016",33.5,1239.6,12.98,1.26158320570537,194.1,20.18
"4 Mar 2016",34.75,1239.6,12.98,1.26158320570537,194.1,20.9
"5 Mar 2016",38.9,1239.6,12.98,1.26158320570537,194.1,24.96
"1 Apr 2016",37.87,1239.6,12.98,1.26158320570537,194.8,26.43
"2 Apr 2016",39.2,1239.6,12.98,1.26158320570537,194.8,27.92
"3 Apr 2016",39.28,1239.6,12.98,1.26158320570537,194.8,38.08
"4 Apr 2016",39.64,1239.6,12.98,1.26158320570537,194.8,43.21
"1 May 2016",33.9,1239.6,12.98,1.26158320570537,195.7,41.33
"2 May 2016",30.42,1239.6,12.98,1.26158320570537,195.7,35.9
"3 May 2016",28.97,1239.6,12.98,1.26158320570537,195.7,36.56
"4 May 2016",31.16,1239.6,12.98,1.26158320570537,195.7,36.93
"5 May 2016",31.82,1239.6,12.98,1.26158320570537,195.7,38.12
"1 Jun 2016",34.83,1239.6,12.98,1.26158320570537,197.5,40.55
"2 Jun 2016",39.11,1239.6,12.98,1.26158320570537,197.5,46.33
"3 Jun 2016",41.23,1239.6,12.98,1.26158320570537,197.5,50.63
"4 Jun 2016",43.39,1239.6,12.98,1.26158320570537,197.5,51.89
"1 Jul 2016",44.24,1239.6,12.98,1.26158320570537,197.3,53.71
"2 Jul 2016",44.4,1239.6,12.98,1.26158320570537,197.3,54.19
"3 Jul 2016",47.66,1239.6,12.98,1.26158320570537,197.3,55.41
"4 Jul 2016",50.93,1239.6,12.98,1.26158320570537,197.3,55.39
"1 Aug 2016",50.14,1239.6,12.98,1.26158320570537,196.2,53.19
"2 Aug 2016",51.67,1239.6,12.98,1.26158320570537,196.2,54.1
"3 Aug 2016",47.28,1239.6,12.98,1.26158320570537,196.2,50.03
"4 Aug 2016",45.37,1239.6,12.98,1.26158320570537,196.2,48.8
"5 Aug 2016",45.08,1239.6,12.98,1.26158320570537,196.2,50.77
"1 Sep 2016",44.18,1239.6,12.98,1.26158320570537,196.1,49.58
"2 Sep 2016",44.2,1239.6,12.98,1.26158320570537,196.1,51.97
"3 Sep 2016",45.03,1239.6,12.98,1.26158320570537,196.1,51.96
"4 Sep 2016",46.4,1239.6,12.98,1.26158320570537,196.1,55.94
"1 Oct 2016",43.81,1239.6,12.98,1.26158320570537,194.6,49.83
"2 Oct 2016",44.61,1239.6,12.98,1.26158320570537,194.6,51.26
"3 Oct 2016",44.39,1239.6,12.98,1.26158320570537,194.6,52.3
"4 Oct 2016",44.32,1239.6,12.98,1.26158320570537,194.6,52.61
"1 Nov 2016",47.72,1239.6,12.98,1.26158320570537,193.4,55.52
"2 Nov 2016",48.91,1239.6,12.98,1.26158320570537,193.4,55.86
"3 Nov 2016",51.99,1239.6,12.98,1.26158320570537,193.4,59.81
"4 Nov 2016",55,1239.6,12.98,1.26158320570537,193.4,63.52
"5 Nov 2016",56.31,1239.6,12.98,1.26158320570537,193.4,63.65
"1 Dec 2016",54.83,1239.6,12.98,1.26158320570537,194.5,62.1
"2 Dec 2016",54.22,1239.6,12.98,1.26158320570537,194.5,62.97
"3 Dec 2016",54.81,1239.6,12.98,1.26158320570537,194.5,65.5
"4 Dec 2016",50.81,1239.6,12.98,1.26158320570537,194.5,65.31
"1 Jan 2017",46.1,1292.1,11.532,2.13011000365963,195.2,59.92
"2 Jan 2017",41.65,1292.1,11.532,2.13011000365963,195.2,57.93
"3 Jan 2017",39.5,1292.1,11.532,2.13011000365963,195.2,55.94
"4 Jan 2017",32.8,1292.1,11.532,2.13011000365963,195.2,48.17
"5 Jan 2017",31.97,1292.1,11.532,2.13011000365963,195.2,47.84
"1 Feb 2017",31,1292.1,11.532,2.13011000365963,195.5,48.55
"2 Feb 2017",31.73,1292.1,11.532,2.13011000365963,195.5,50.18
"3 Feb 2017",31.53,1292.1,11.532,2.13011000365963,195.5,49.77
"4 Feb 2017",33.71,1292.1,11.532,2.13011000365963,195.5,54.74
"1 Mar 2017",32.77,1292.1,11.532,2.13011000365963,196.7,53.61
"2 Mar 2017",31.86,1292.1,11.532,2.13011000365963,196.7,50.66
"3 Mar 2017",36.21,1292.1,11.532,2.13011000365963,196.7,49.7
"4 Mar 2017",35.58,1292.1,11.532,2.13011000365963,196.7,49.33
"1 Apr 2017",29.72,1292.1,11.532,2.13011000365963,197.2,42.46
"2 Apr 2017",26.99,1292.1,11.532,2.13011000365963,197.2,37.84
"3 Apr 2017",26.95,1292.1,11.532,2.13011000365963,197.2,37.66
"4 Apr 2017",21.67,1292.1,11.532,2.13011000365963,197.2,31.31
